critic_name,album_name,album_rating,album_description
E! Online,Ben Kweller,75,"While a handful of the songs sound derivative, it's hard to resist the tambourine-enhanced exuberance of standout cuts like ""Penny on the Train Track"" and ""I Gotta Move."""
E! Online,The Captain & The Kid,50,"Unfortunately, it lacks much of the spark and spunk that made the original disc so memorable."
E! Online,The Dutchess,58,Exactly as gratingly infectious as you might expect.
E! Online,Crazy Itch Radio,75,"Crazy and fun, this is for the people who thought Gnarls Barkley's album was a little too tame."
E! Online,Continuum,67,"On ""Waiting on the World to Change,"" Mayer breathily imagines a world where frat boys get off their couches and have people sign petitions. Sigh. A little more of that and less of noodley songs like ""Vultures"" and ""Gravity"" would have been a good step toward reminding us who Mayer really is."
E! Online,FutureSex / LoveSounds,50,FutureSex/LoveSounds isn't nearly as good as its slinky predecessor.
E! Online,Magic Potion,83,"The group sounds as wonderfully debauched, degenerate and dejected as ever."
E! Online,Face The Promise,75,Thoroughly enjoyable.
E! Online,Revelations,58,The actual music merely offers more of the same oddly faceless brand of heavy rock the group has been cranking out since its 2002 debut.
E! Online,B'Day,42,Appallingly not so good.
E! Online,Modern Times,67,"The veteran singer-songwriter has opted to retreat into old-timey blues, rattling off clich’©s about blind horses and hog-eyed towns while laying down a halfhearted soundtrack of brushed drums, plucked guitars and woozy strings."
E! Online,Game Theory,75,[This] downcast disc is actually an improvement on its predecessor.
E! Online,4:21 ... The Day After,67,The Day After sounds like something we've heard before.
E! Online,Idlewild,100,"Idlewild is a more down-tempo affair than its genre-splitting predecessor, but it wins points with stone-cold psychedelic soul classics such as ""Mighty O,"" ""Peaches"" and ""Hollywood Divorce."""
E! Online,Paris,67,"Listening to her debut album, you get the feeling that she breezed in and out of the studio."
E! Online,Kelis Was Here,67,The result? An album that could just as easily bear the name of any other pop singer working the charts today.
E! Online,Back To Basics,67,It's too much.
E! Online,Second Round's On Me,50,"Only the faux-reggae of ""Jamaican Girl"" lets some much needed light in between the blinds."
E! Online,(One),42,It's hard to believe these men were once innovators.
E! Online,Waterloo To Anywhere,75,"Of course, it sounds ragged as all hell, but that was half of his old band's charm."
E! Online,Reprieve,67,An arresting mix of the singer's political and personal strife set to a jazzy backbeat.
Pitchfork,Chris Dave and the Drumhedz,62,Chris Dave's accomplished chops demand that he should be the star of his debut--but too often he's lost in the firmament.
Pitchfork,Rock Island,68,"Their second album, Rock Island, shows Palm working harder than ever to unburden themselves of the influences heard on those earlier releases, from Slint and Sonic Youth to Battles and Animal Collective."
Pitchfork,Pure Beauty,63,"The visual [video] gambit falls uneasily between a critique of hip-hop's relationship with corporate sportswear brands and, once again, a flimsy attempt to muster up attention. Pure Beauty plays out in a similar fashion, committing wholly to neither SHIRT's appealing raw rap chops nor his grander concepts."
Pitchfork,Dead Start Program,65,"Although the record has a number of aesthetically appealing moments, Dead Start Program never quite coalesces."
Pitchfork,Crooked Shadows,47,"With Crooked Shadows, Carrabba aims to bring together his competing production impulses. Unfortunately, the results are all over the place."
Pitchfork,Go Dig My Grave,60,"When Wallumr’Ùd emerges from the long shadows of her source material, elevate Go Dig My Grave beyond the beautifully rendered, if rather pointless, collection of covers it sometimes threatens to be."
Pitchfork,Transangelic Exodus,74,"His fourth solo album, Transangelic Exodus, is his most thematically cohesive work to date: a loose narrative about supernatural queer lovers on the run from the law. The misfit feelings surging through his back catalog crystallize here into detailed imagery, giving the album a lurid, cinematic sheen."
Pitchfork,Black Panther: The Album,75,"It's fitting that this slightly convoluted, sometimes generic offering largely delivers on its promise, much like the larger comic world it now occupies. A fun, rap-centric album is now Marvel canon. In their first roles as bit players, the TDE roster delivers a product benefiting the whole. Their effort is one befitting the Marvel Cinematic Universe, and its blackest entry."
Pitchfork,Beautiful Despair,69,"Beautiful Despair is a rough sketch, and its worth extends only as far as one's interest in such a document."
Pitchfork,The  Two Worlds,74,"The Two Worlds finds ways to communicate between these modes [fantasy and emotional urgency], interior and exterior, resulting in a portrait that feels full and honest."
Pitchfork,Little Dark Age,70,"If Little Dark Age is a new start, it's a promising one."
Pitchfork,Air Lows,70,"Her fifth full-length Air Lows feels like a goth psychedelic ritual intended to plumb the depths of the listener's unconscious; while the record doesn't always hit its mark, the moments that do sustain momentum radiate a delectably gnostic hum."
Pitchfork,Dream Wife,67,"If their debut fails to offer a consistent, forceful message the way their riot grrrl heroes once did, they have at least figured out how to capture some of those predecessors' energy. For now, Dream Wife leaves you revved up and ready to go with nowhere suggested."
Pitchfork,Pissing Stars,78,"Pissing Stars feels purposefully small, a personal retreat from full-band compromise by someone who is trying to understand the world and his role in it. The result is indulgent, neurotic, and harrowing, a reminder of the complete mess we've made. But it's oddly reassuring, too."
Pitchfork,Always Ascending,69,"The return of synths and disco-ish atmospherics serves, unsurprisingly, to obscure the fact that a nontrivial reinvention still eludes them. But to their credit, Franz Ferdinand are persistently resourceful, and in their theatrical suave and helter-skelter choruses there lingers an obvious knack for starting fires armed only with indie-pop panache."
Pitchfork,Criminal,72,"Vasquez's new album, Criminal, batters down the restraints that choked back his voice in the past, letting him break from a whisper into, finally, a scream. If it isn't his most nuanced record, it's certainly his most decisive."
Pitchfork,Phantom Thread [Original Motion Picture Soundtrack],75,"As a standalone suite of songs, like a tuxedo you only dust off every now and then, it is beautiful, but only appropriate when the occasion demands it."
Pitchfork,Quit the Curse,68,"Distinguished by her sure-footed stride, Quit the Curse sounds like an album by an artist who at last knows where she's going."
Pitchfork,Blood,63,"This album often sounds like a studio-crafted simulacrum of a full-band performance, every element a bit too polished."
Pitchfork,Microshift,79,"The adherence to krautrockin' repetition remains, but the proto-punk engine has been replaced by electronic loops and glacial synths. Suddenly, a band that once sounded most at home in strobe-lit basement dives now sounds primed for a late-afternoon slot at your roving summer festival of choice."
Pitchfork,Full Circle Nightmare,41,"On the whole, though, the women Craft expends so much breath obsessing over drift in and out of his songs like cardboard cutouts from a bygone era, there to be lusted after and then blamed when they don't fit into his fantasy."
Pitchfork,Messes,72,"It's easy to indulge a reverie when it's a vivid one, and Messes invites you to lose track of time for awhile with it."
Pitchfork,Lionheart,80,"Lionheart is brought to life by McEntire's soulful voice, by a sweeping Nashville sound, but more so by a deep sense of conviction."
Pitchfork,Open Here,72,"With Open Here, Field Music rises to the challenge with a set of newly crystallized talking points, offered up along with a glorious mess of noise."
Pitchfork,Man of the Woods,38,"Too much of Man of the Woods is musically and thematically shallow; at 66 minutes, it's a mile wide and an inch deep."
Pitchfork,Con Todo El Mundo,76,Khruangbin's takes this new mode of listening and injects its own singular and developing personality into the playlisting of modern music.
Pitchfork,Follow Them True,77,"Follow Them True, Stick in the Wheel continue their attack. About half of the album refines the acoustic folk sound of their debut, with lyrics emphasizing the pride of craftsmen and laborers as well as the desperation driving the poor."
Pitchfork,Love Jail,70,"Love Jail goes beyond a mere glance in the rearview mirror. It sounds vintage, but it feels current. Dommengang find some potential for escape in this music, some freedom in that absence of a destination."
Pitchfork,P2,74,"P2 shows a man who is patient and relentless in honing his craft, getting closer to the debut with each track."
Pitchfork,oh my,66,"Oh My feels like a pocket-sized chapbook set to music: some songs inspire, some feel thin. When NADINE's strange poetry does convince you to dog-ear a song, though, returning to it feels as creatively refreshing as when you heard it for the first time."
The 405,Bonny Doon,75,"Despite the underlying melancholy throughout, Bonny Doon is by no means a downer of an album, and it's due to the winning and classic songwriting tropes Bonny Doon have adhered to."
The 405,Saturation III,80,"This is Brockhampton at their funkiest and most playful, but it's also Brockhampton at their finest."
The 405,Pop 2 [Mixtape],75,"With the exception of the chart beckoning 'Out of My head' with Tove Lo, every track here has the structure of subverted pop destined for the decades beyond."
The 405,No One Ever Really Dies,75,"Some may miss the more rock-influenced days of the group's debut, but Pharrell's more recent taste rules here. It's for the better. NO_ONE EVER REALLY DIES plays like an album length party, with no groove that won't make you want to get off the couch and dance."
The 405,Revival,15,Revival is so uninspired and lost that picking it apart is a hopeless affair.
The 405,Improvisations,60,"It's palatable, well-performed, but rarely involving. It's a shame that the most exciting thing about a collaboration between Charles Hayward and Thurston Moore is that it's a collaboration between Charles Hayward and Thurston Moore."
The 405,Double Or Nothing,55,"While Double or Nothing isn't entirely a miss, it certainly represents a downwards move for Metro Boomin. It makes sense that he'd seek bigger names to experiment with, but the choice of Big Sean was Hallmark safe."
The 405,You Might Be Smiling Now,80,"They've dredged up their youthful feelings and animated them in both honest and affectionate tones, and it makes You Might Be Smiling NowŠ—_ a joyous rummage through swathes of bleary nostalgia."
The 405,Songs of Experience,60,"As a continuation of U2's work at this point in their career, Songs of Experience is a decent addition to their legacy that longtime fans should be generally pleased by. However, it still suffers from the same issues that have made U2 so polarizing in recent years, and is unlikely to change anyone's mind about the band one way or another."
The 405,Soul of a Woman,85,"When all is said and done, Soul of a Woman cements itself as a fitting send-off for a woman who flat-out owned the stage and spearheaded a scene, transcending the notions of 'neo' and 'revival' to make music that was impassioned and pure. Sharon Jones lives on every time you press play."
The 405,Rest,85,"Rest is her gateway out from the darkness, a way of coping with her fragilities, a processor of emotions, her loss, and also her most personal work to date, simply, where Charlotte is finally able to be Charlotte."
The 405,Ascending a Mountain of Heavy Light,80,"With this captivating sequel, The Body & Full of Hell have given us something striking that could only have been realized with each other."
The 405,Xenoula,80,"Xenoula is a funky, fresh and downright fun album that comprises many palette-expanding songs for anyone with pop proclivities."
The 405,If All I Was Was Black,80,If All I Was Was Black is often times both troubling and soothing.
The 405,Reflection of Youth,85,"Although sonically ominous, Relfection of Youth possesses a sophisticated breed of optimism which embodies itself through realism."
The 405,(It Was) Because I Was In Love [Deluxe Reissue],70,"Are We There is one of the finest folk-ish albums of this decade, but this timely reissue illustrates that Van Etten's remarkable talent has always been omnipresent. Eight years on, her incoming anxious queries and lovelorn passages are as pertinent as they've ever been."
The 405,Romaplasm,85,"This is perhaps the most simply alive Baths has yet sounded on record, retaining enough of his emotional heft, while allowing for an entirely new collage of flashy, elated songcraft. This is Baths triumphant."
The 405,The Greatest Gift,65,"The Greatest Gift is an appropriate accompaniment to Carrie and Lowell. A simple compilation of oddball tracks, it delivers enough to stand for itself--but is ultimately only really for the enjoyment of Stevens' long-time fans."
The 405,L'Orange L'Orange,75,"L'Orange L'Orange doesn't exist in one place or detail specific events, which is to say it's a fine contrast to the 21st century's culture of volume. It simply is, and that gives it grace."
The 405,Memory of a Cut Off Head,75,Few albums in the Oh Sees catalogue are as emotionally intimate as Memory Of A Cut Off Head.
The 405,Phases,80,"Many of the tracks vary to such a degree that those not acquainted with Olsen would be forgiven for thinking they were not by the same artist, yet to those who appreciate her work, the artist's strong narrative ties the collection together."
The 405,Mechanics of Dominion,65,"Mechanics of Dominion is too heady for its own good, but still holds ground as a wonderful combination of influences and post-genre style. It takes time for it to reveal itself, and it's usually worth the investment."
The 405,Screen Memories,70,"A common pattern on this record? A feeling of positivity and amusement that shines through in almost every song, while still preserving a solemn mood."
The 405,Kid Kruschev,80,"In keeping it short and sour, the normally too giving Sleigh Bells have finally done it: left us wanting."
The 405,Without Warning,80,"While this easily could have been an enjoyable throwaway, with two young artists linking up for the hype and moving it, it beats all odds to stand as one of 2017's most enjoyable and essential moments."
The 405,The Animal Spirits,85,"The record is a lot of things and also unquestionably not, for the most part embodying an impregnable and extraordinary soundscape that fortifies itself against deconstruction, but its one truly distinctive quality is that it's the precise opposite of boring."
The 405,The Dusk in Us,95,"On The Dusk In Us, we have a handful of tracks that see Converge pushing at the boundaries of their sound, even escaping it entirely. This leads to some of the most accessible, catchy, and (uncoincidentally) most emotionally resonant work of their careers."
The 405,Backwater,75,"Backwater being their most complete and mature release to date, the band's creative dynamic remains organic and allows them to adjust themselves to a rhythm of their choosing, as they evolve as musicians and as a two-piece band with a wide range of possibilities."
The 405,Plunge,85,"She seems a lot happier, or at least more energetic and outgoing, coming into second album Plunge. But that only seems to bring her up against more frustrations in the world around her, which are wrought vividly throughout."
The 405,The Endless Shimmering,80,"The Endless Shimmering is such a relief to listen to. It's not just a correction for the band, it's also a redemption and a potential catalyst for an exciting new stage in their career as instrumental rock leaders."
Beats Per Minute (formerly One Thirty BPM),Run the Jewels,83,"Ultimately, this is sound of two dons recognising their rightful place at the top of the summit, surveying their kingdom and proceeding to piss all over it. And it sounds fucking glorious."
Beats Per Minute (formerly One Thirty BPM),Unreal,79,"Fans of Yuck who are coming into Unreal hoping for and album as plentiful of hooks as that album might be slightly perturbed at first not to find anything as tight or punchy as something like 'Get Away' or 'The Wall,' but after spending time with the album you'll find that each song possesses an airy, sing-songy hook that's easy to latch onto."
Beats Per Minute (formerly One Thirty BPM),Kveikur,84,"Kveikur is the band's noisiest and most muscular record yet. The variety of experience it offers not just from Valtari, but from the band's entire catalogue, means that it stands among their best."
Beats Per Minute (formerly One Thirty BPM),Saaab Stories [EP],70,"Saab Stories is the least appealing of those [albums], but that has less to do with the rapper and more to do with the production which doesn't allow this extra-large personality to conflate alongside it. Action Bronson is a big man; he just needs room to breathe."
Beats Per Minute (formerly One Thirty BPM),Embracism,72,"Embracism is a record that'll grab you and bring you close, but also one that won't hesitate to push you away with a gut punch and expect you to take it like a man."
Beats Per Minute (formerly One Thirty BPM),Ghost Systems Rave,77,"It's big, heavy, and worthy to soundtrack plenty of dancefloors. The only thing Ghost System Rave is arguably missing is the real personality from its creators."
Beats Per Minute (formerly One Thirty BPM),Olympia,78,The growth in Austra from Feel It Break to Olympia is palpable throughout.
Beats Per Minute (formerly One Thirty BPM),This Is Another Life,66,"The music on This Is Another Life isn't the kind that boasts colour, or even deep and dark hues, but rather is full of big strokes of dull greys."
Beats Per Minute (formerly One Thirty BPM),Apocalypse,86,There's a wealth of sonic variety on display but the concise run-time--clocking in at a fraction over 40 minutes--keeps matters focused and thoroughly engaging.
Beats Per Minute (formerly One Thirty BPM),Soft Will,80,"Soft Will is certainly not as immediately infectious as Smith Westerns' previous outings, but that does not make it a weaker album. There are still many injections of fun in the wordless gang vocals and theatrical guitar solos."
Beats Per Minute (formerly One Thirty BPM),Sunbather,92,"Sunbather is a future classic, no matter where you pigeonhole it, and that's the mark of a true sonic masterpiece. Black metal, not black metal, just call it what it is: perfect."
Beats Per Minute (formerly One Thirty BPM),Immunity,87,"All in all, Hopkins' roadmap is splendidly plotted, taking the right amount of time to deliver you to your destination and showing you the detours you didn't even know you wanted to see."
Beats Per Minute (formerly One Thirty BPM),Kids in L.A.,64,"Fair play to them for expanding out on Kids in L.A. and finding appropriate inspiration, but I dare say that the emotion that brought the couple together seem to be their deepest well of inspiration."
Beats Per Minute (formerly One Thirty BPM),Yeezus,88,"If there's anything Mr. West finds completely alien to his person, it's restraint, and Yeezus is the perfect, chaotic, and ultimately uncompromising dive into this world."
Beats Per Minute (formerly One Thirty BPM),Born Sinner,68,"If Born Sinner proves anything, it's that he's not ready to take the fall, but he as a long way to go if he wants to rope off an area all his own in hip hop's evolution."
Beats Per Minute (formerly One Thirty BPM),Field of Reeds,77,"Pinned up and thoroughly artistic, Field of Reeds is affecting, but it's also hard to get genuinely excited about."
Beats Per Minute (formerly One Thirty BPM),Some Say I So I Say Light,80,"As his name implies, Ghostpoet can be vague, mystifying, and a little bit of a downer--but ultimately the best art is the kind that makes you think and broadens your perspective, which this record does in spades."
Beats Per Minute (formerly One Thirty BPM),Desire Lines,74,"Desire Lines is undoubtedly a Camera Obscura album, but it might be their first that is more suited to quiet winter nights inside, rather than the sunny side of things that dominated their sound on their previous albums."
Beats Per Minute (formerly One Thirty BPM),Drifters/Love Is the Devil,86,"He's fulfilled every promise made by Badlands and then some, and despite whatever depths of pain made such an eruption of shattered awesome possible, he's managed not just one of the best albums of the year, but one of the most genuinely moving, as well."
Beats Per Minute (formerly One Thirty BPM),Crawling Up the Stairs,80,"Crawling Up The Stairs should be praised not only for its beauty, honesty and sonic specialty, but also for the way it's sequenced."
Beats Per Minute (formerly One Thirty BPM),Cold Spring Fault Less Youth,83,"Each track posseses different sounds, colours, styles and textures, but they combine to make an odd but strangely appealing whole."
Beats Per Minute (formerly One Thirty BPM),Tomorrow's Harvest,87,"Where Music Has the Right seemed grounded in the real world (albeit a twisted recollection of such) and Geogaddi straddled the line between Star Wars and The Sandlot, Tomorrow's Harvest finds the duo launching their sound into Lovecraftian orbit. And it sounds terrific."
Beats Per Minute (formerly One Thirty BPM),Settle,87,It's one of the most gleeful and replayable debuts of 2013.
Beats Per Minute (formerly One Thirty BPM),...Like Clockwork,80,"Now on the other side of forty, this is QOTSA as weary of mortality as they've ever been. They also sound as vital, forceful and rough around the edges as they have in over a decade. Welcome back, gentlemen."
Beats Per Minute (formerly One Thirty BPM),MCII,85,"On MCII, it's a dual-edged sword that he brandishes skillfully into a scintillating sophomore record, one stacked with some of the year's best pop-rock tunes."
Beats Per Minute (formerly One Thirty BPM),Once I Was an Eagle,80,"Eagle is definitely Marling's most considered work, and most of that comes simply from the fact she's stripped away a lot of the decoration, and yet ultimately it feels easy for her, if not a little predictable."
Beats Per Minute (formerly One Thirty BPM),Nocturnes,59,"Nocturnes rates better as an album that sounds better with time, as opposed to Hands' sugar rush appeal. However, it also retains an uneven quality that can make getting through Nocturnes feel like someone trying to drag the party on a little too long."
Beats Per Minute (formerly One Thirty BPM),Impersonator,86,"An aura of mystery and ambiguity hangs over Impersonator. The emotions and resulting thoughts are always present and felt, but their cause isn't always clear."
Beats Per Minute (formerly One Thirty BPM),Abandon [EP],85,"Abandon is one of the most cathartic, brutalizing, and beautiful experimental releases this or any year."
Beats Per Minute (formerly One Thirty BPM),Innocence is Kinky,85,"[A] sprawling, at times impenetrable, but most outstandingly, engaging ramble."
Kerrang!,Hiss Spun,80,"Truly, Chelsea Wolfe has hit upon something very heavy here--something that'll haunt your nightmares long after it ends. [7 Oct 2017, p.53]"
Kerrang!,Pinewood Smile,80,"In their own way The Darkness, enthusiastically blending banter and bombast in equal measure, are proving as much fun [as Queen]. [7 Oct 2017, p.51]"
Kerrang!,Cold Dark Place [EP],80,"Immediate heaviosity is in short supply, but Cold dark Place instead offers plenty of alternate impact. [30 Sep 2017, p.52]"
Kerrang!,Gossip,60,"Sure, the songs sound unique to SWS because of their singer's inimitable voice, but several of the tracks are reminiscent of other artists. [23 Sep 2017, p.50]"
Kerrang!,Visions of a Life,80,"The eclectic sounds of Wolf Alice's debut made them stars, but this sequel finds them doing everything bigger and better. [2 Sep 2017, p.51]"
Kerrang!,The Amulet,60,"An album without any clear standout or breakaway tracks. [23 Sep 2017, p.52]"
Kerrang!,BRVNX (V),80,"A right royal ripper. [16 Sep 2017, p.51]"
Kerrang!,The Spark,80,"The Spark is very much a record for 2017. [16 Sep 2017, p.50]"
Kerrang!,Cryptoriana: The Seductiveness of Decay,80,"Cradle Of Filth have created a gothic horror that makes Mary Shelley's Frankenstein look like The Emoji Movie. [23 Sep 2017, p.52]"
Kerrang!,Strange Peace,60,"Escalator Teeth, meanwhile, is another short, stabbing moment of clarity. The rest is largely exhilarating and occasionally meandering. More of the same, then, which is entirely the point. [23 Sep 2017, p.52]"
Kerrang!,Mareridt,80,"Leaps and bounds ahead of their excellent M debut, Mareridt is ambitious, accomplished, and beautifully ugly. [16 Sep 2017, p.53]"
Kerrang!,Under C’_ver,80,"Despite being recorded at various times between 1992 and 2015 the 11 tracks here gel together like any other Motorhead album. [2 Sep 2017, p.52]"
Kerrang!,Try Not To Freak Out,80,"While pulling no punches in discussing anxiety or uncertainty, their sparky indie punk still evokes sunny days and exhilarating nights. [16 Sep 2017, p.52]"
Kerrang!,Outrage! Is Now,80,"This one's a reduction of their dense, danceable punk rock into two main groups: lairy and louche. [9 Sep 2017, p.52]"
Kerrang!,Prophets of Rage,80,"An outfit possessed of a murderous groove. [9 Sep 2017, p.51]"
Kerrang!,Concrete and Gold,80,"If you're expecting an album full of immediate anthems like Monkey Wrench and All My Life, dig out their Greatest Hits. Otherwise, bask in this hour of masterful '70s-flavoured jams. [9 Sep 2017, p.50]"
Kerrang!,"All We Know of Heaven, All We Need of Hell",80,"A little piece of heaven indeed. [26 Aug 2017, p.48]"
Kerrang!,Science Fiction,80,"These are great songs. And this doesn't sound like a band with no road left to walk down. [26 Aug 2017, p.50]"
Kerrang!,The Rise of Chaos,80,"Bangers like Die By The Sword and Hole In The Head share not only the four syllable song titles of the Balls To The Wall/Fast As A Shark Days; they're chock-full of those classics' runaway riffage, searing solos and tooth-cracking attitude, too. [5 Aug 2017, p.52]"
Kerrang!,Villains,80,"Villains makes for a compelling lane change, finding the impetus to bring an interesting makeover. [12 Aug 2017, p.50]"
Kerrang!,Spin,60,"An album that might not test the limits of artistry, but as with this closing track [Window], leaves you with a fuzzy feeling. [5 Aug 2017, p.51]"
Kerrang!,The Knife,80,"Nine years in the making, this record heralds a bigger, catchier next gen Goldfinger. [8 Jul 2017, p.51]"
Kerrang!,...Of the Dark Light,80,"...Of the Dark Light has particularly sharp fangs. [17 Jul 2017, p.52]"
Kerrang!,Our Pleasure,80,"Single Mothers refreshingly don't care if you like them or not. So take them or leave them, but you'd be a fool to miss out. [17 Jul 2017, p.53]"
Kerrang!,How Did We Get So Dark?,80,"At some point, a little experimenting may be needed, but for now this cements their status as the behemoths of British rock. [17 Jul 2017, p.50]"
Kerrang!,Add Violence [EP],80,"You'll need to sit down when it's all over, but you'll soon be right back to the start, re-embracing that darkness. [28 Jul 2017, p.48]"
Kerrang!,Paranormal,80,"The best thing about Paranormal is that it sounds exactly like an Alice Cooper album. [28 Jul 2017, p.50]"
Kerrang!,"Howling, For the Nightmare Shall Consume",80,"Howling is full of venom, inspired by history and politics to create a dense mix of buzzsaw riffs and eerie atmospherics. [17 Jul 2017, p.52]"
Kerrang!,A Black Mile to the Surface,100,"This is a painstakingly composed work of art--and an absolute masterpiece at that. [15 Jul 2017, p.50]"
Kerrang!,Dead Reflection,20,"The result is a collection of undignified Pierce The Veil-lite songs that are fitted with all the bells and whistles, but absolutely none of the quality that makes that band successful. [8 Jul 2017, p.52]"
Splendid,Field Music,80,"Instead of embracing the angularity of the self-conscious Britpop and New Wave scenes of yore, Field Music embrace the sugary pop-rock that defined the first British Invasion."
Splendid,Generation,80,"By returning to the drawing board they used to create Ego War, Dinsdale and Franks have created a bigger, better version of their all-inclusive dance-pop/hip-hop."
Splendid,A Colores,70,"Though A Colores is rather uneven, it's a compelling-- and more than competent-- effort."
Splendid,Recording A Tape The Colour Of The Light,70,"Bell Orchestre don't always make good on their ambitions, but the results are often excellent, despite (and usually because of) their sloppiness."
Splendid,Father Divine,80,Father Divine is that rare album that's conscious of its diversity without being pretentious about it
Splendid,Akron/Family & Angels Of Light,90,"It is completely different from either Akron/Family's or Angels of Light's work from earlier this year, and in Akron's case, represents a startling pace of artistic development."
Splendid,Suitcase 2: American Superdream Wow,80,"As you've come to expect, a small amount of the material sounds utterly fantastic and there's a solid chunk that's barely audible, but whether it's delivered with a coating of fuzz or a liberal gloss of studio sheen, Pollard's gumdrop melodies and fantastical lyrical phrasing keep us coming back for more."
Splendid,Lookaftering,90,"There are very few artists who could pick up where they left off after ten years, or even five. To do this after half a lifetime is extraordinary."
Splendid,Descended Like Vultures,50,"While the Big Chorus and post-hardcore theatricality are hardly disparate stylistic traits, it's odd that Rogue Wave would embrace them after establishing themselves as a nuanced pop outfit."
Splendid,Feels,90,This is a wonderful album -- and a significant advance over the excellent Sung Tongs.
Splendid,Hypermagic Mountain,80,"There are no breathers in Hypermagic Mountain. There are only a series of knuckle sandwiches in the form of throbbing, distorting, gesticulating low-end ear bleeders."
Splendid,Tanglewood Numbers,80,"Tanglewood Numbers' hummable songs and often-arresting lyrics are impressive, but Berman would be nowhere without a little help from his many friends."
Splendid,Hey People!,70,"If you like it fast and rough and dirty, this one's for you"
Splendid,Strange Geometry,70,"The Clientele have crafted another lovely batch of tunes, perfect for autumnal introspection and wintry solitude -- but somehow it doesn't seem like enough."
Splendid,Tournament Of Hearts,90,"The most remarkable thing about Tournament of Hearts is that technically, it is the Constantines' slowest, jazziest, most countrified release to date, but it doesn't give an inch of intensity when it's compared to their self-titled debut or the landmark Shine a Light."
Splendid,The Mouse And The Mask,90,"Rather than detract from the funkified weirdness, the guest spots from the Adult Swim crew actually add to the craziness."
Splendid,Shamelessly Exciting,80,"It's everything we've come to expect from Forrest in one gloriously hack 'n' sawed package, meticulously pieced together from his wide-ranging record collection."
Splendid,Dangerous And Moving,40,"Julia and Lena's voices are nothing special, and their lyrics are still derivative -- suitable fodder for Charmed or a Rachel Leigh Cook movie, but not the sort of thing that makes a lasting impression."
Splendid,Gimmie Trouble,70,Gimmie Trouble reminds us that Adult. don't sound like anyone else... Not even themselves.
Splendid,dios (malos),90,"Through smart songcraft, a powerful command of pop vocabulary, and skillful track sequencing, Dios Malos deliver an album that expands and grows more complicated with every listen."
Splendid,"Thunder, Lightning, Strike",90,This is one of those rare albums where every single track is a keeper and killer hooks abound.
Splendid,Witching Hour,80,"Here, finally, is a goth album for people who hate goth, an electronic album for people who hate electronica, and a pop album for everyone else."
Splendid,Z,80,The first My Morning Jacket whose songs reach the heights to which James's voice aspires.
Splendid,You Can't Imagine How Much Fun We're Having,70,"Slug hasn't grown a whole lot.... Still, his lyricism and delivery are generally smart and entertaining, and Ant's production goes even further toward making You Can't Imagine... a thoroughly enjoyable record."
Splendid,Live It Out,90,"Metric take rock 'n' roll to a smarter, more sophisticated place than do most of today's American bands."
Splendid,Albatross,80,"You'd think there wasn't much left to do with the roots-oriented rock formula, but Albatross proves that there's plenty of life and passion and intelligence left in the genre."
Splendid,In Space,70,"This isn't really one of those cases where bands like Wire or Mission of Burma or Vashti Bunyan come back years later with stuff that ranks among their best, but it isn't bad, either -- not bad at all."
Splendid,The Antidote,50,"After a while, the songs begin to sound the same, and while Martey's vocals are consistently strong, the fact that she almost always sings in the same range robs them of much of their effect."
Splendid,Apologies To The Queen Mary,80,"Apologies to the Queen Mary is almost an hour long, and there are certainly portions of it that aren't essential... but it's difficult to see where any fat could have been cut, as each track has its own fractured beauty."
Splendid,Collisions,80,"The album sounds mature, weathered, tired and occasionally almost weary, but is far to dynamic to ever seem truly lethargic."
Expert Witness (MSN Music),Nomad,91,"With an American bassist on half the tracks and a German drummer doubling Bombino's own guy half the time too, this is the hardest-rocking of the hard-traveling Tuareg guitarist's three distinct albums."
Expert Witness (MSN Music),Jama Ko,100,"Two melodies reach back centuries. Strong-voiced frontwoman Amy Sacko delivers the word. And although the ngoni is a mere lute, Kouyate gets more noises you want to hear out of his strings than any two jam-band hotshots you can name."
Expert Witness (MSN Music),Cerulean Salt,91,"Sometimes we believe we care, what happens in the tuneful drywall of her shambling dreams."
Expert Witness (MSN Music),Girl Talk,91,"[I'm] prouder, frankly, when this likable size 12 lets her voice crack all over the big fat scarewords ""feminist"" and ""sexism"" on an album that gets dissed for its simplistic songwriting as if that wasn't the point."
Expert Witness (MSN Music),D.A.I.S.Y. Rage [EP],91,"She raps better now, shaping her breathy little-girl pout into vulnerability and defiance as circumstances dictate, which often means simultaneously. She rhymes better too."
Expert Witness (MSN Music),Same Trailer Different Park,91,"The finest lyricist to rise up out of conscious country since Miranda Lambert, if not Bobby Pinson himself."
Expert Witness (MSN Music),Long.Live.A$AP,83,"Rocky raps over the music without saying a damn thing older, meaner, and sharper rappers haven't said before. Then, bang, three dynamite songs.... Then, aww, three tracks that could be more obvious by half."
Expert Witness (MSN Music),100 Proof,83,American Idol haunts this artistic breakthrough.
Expert Witness (MSN Music),Like a Rose,91,Slowly you'll realize just how rare it is for a major-label Nashville hopeful to put this much care into every song even if you're not convinced by the one that connects whipped cream and whips.
Expert Witness (MSN Music),An Awesome Wave,83,This Leeds-to-Cambridge foursome's unhurried electro-mesh is always more than pleasant and half the time mildly enthralling.
Expert Witness (MSN Music),Light Up Gold,91,"The hook on these 14 two-minute songs isn't tunes except occasionally. It's whichever of the two guys who ""sing, if you must call it that"" comes packing the most anxiety."
